ROI_original,ROI_rename,ROI_abbr,coefficient:Age_base,pvalue:Age_base,coefficient:Age_interval,pvalue:Age_interval,coefficient:Motion,pvalue:Motion,coefficient:Sex,pvalue:Sex,coefficient:Rescan,pvalue:Rescan
Right-PT----planum-temporale,Right Planum Temporale,R. Planum Temp.e,0.377434853384647,9.303829296238355e-99,,,-0.30430438547011,0.0020770034259129,0.336776908707474,1.0309659791036962e-10,,
Left-PT----planum-temporale,Left Planum Temporale,L. Planum Temp.e,0.318864011296634,4.399315492627293e-74,0.140974347146126,5.128327523385195e-06,-0.418197478325449,0.0002010854588994,0.353314067068598,1.3885338639313394e-11,0.0435648936451494,0.0094959189686972
Right-SCA---subcallosal-area,Right Subcallosal Area,R. Subcallosal Area,0.0620730995408407,0.0005967254994608,0.777524337255875,4.011738409455445e-74,0.317706497468162,0.0417958942728371,,,-0.064960620171983,0.0050220860313621
Left-SCA---subcallosal-area,Left Subcallosal Area,L. Subcallosal Area,0.0541263834871396,0.0022821879236037,0.799081301672166,1.2218157486837443e-76,,,0.17305411915402,0.0019641430714204,-0.0588884605452717,0.0088812307020702
Right-SFG---superior-frontal-gyrus,Right Superior Frontal Gyrus,R. Sup. Front. Gyrus,0.157268695741848,1.330572538309895e-17,0.799498941353494,1.6545372163012685e-149,-0.734227680375484,5.132899067225162e-13,0.17514785430845,0.0031511000643739,,
Left-SFG---superior-frontal-gyrus,Left Superior Frontal Gyrus,L. Sup. Front. Gyrus,0.141299567974033,4.189820444929421e-14,0.810522713077594,1.7365130423325632e-162,-0.433244959517151,1.1269792522037517e-05,0.214470807168667,0.0003733253241103,,
Right-SMC---supplementary-motor-cortex,Right Supplementary Motor Cortex,R. Suppl. Motor Cortex,0.163969722557904,7.860543833832383e-18,0.454110812471769,3.6349525724754216e-61,-0.515180686877467,2.5056263048107227e-08,,,,
Left-SMC---supplementary-motor-cortex,Left Supplementary Motor Cortex,L. Suppl. Motor Cortex,0.149660532611506,1.2993774688239236e-14,0.403706567527274,1.3059019004721918e-59,-0.477541277291819,1.0853661844672028e-08,,,,
Right-SMG---supramarginal-gyrus,Right Supramarginal Gyrus,R. Supramarginal Gyrus,0.389583269551858,8.57559966130847e-91,0.113209254718978,7.268270650774018e-06,-0.322984588360835,0.0004638071150316,0.27357680415295,1.3373260455227329e-06,0.0761310550364388,3.310370392911673e-09
Left-SMG---supramarginal-gyrus,Left Supramarginal Gyrus,L. Supramarginal Gyrus,0.364241038670872,1.289854221114886e-82,0.28042046410463,3.438602989899901e-31,-0.46840385995379,4.7833028919516235e-08,0.335804662048882,2.3464901664071873e-09,0.0626309670457592,2.952416043452408e-07
Right-SOG---superior-occipital-gyrus,Right Superior Occipital Gyrus,R. Sup. Occipital Gyrus,0.279670176262154,5.424135421208471e-58,0.977041023862188,9.000578027271782e-264,-0.206986338848263,0.0363765561625552,,,0.110721842539405,4.455263287056655e-17
Left-SOG---superior-occipital-gyrus,Left Superior Occipital Gyrus,L. Sup. Occipital Gyrus,0.242719940675031,1.5477078261054453e-42,0.907541857221302,4.247377297294189e-262,-0.189442450527709,0.0392121968828302,,,0.0812006538907256,8.046873600654345e-11
Right-SPL---superior-parietal-lobule,Right Superior Parietal Lobule,R. Sup. Parietal Lobule,0.179484380477727,2.6527683707666e-22,0.46699953067444,1.802528770210957e-65,-0.554439967144745,1.0853661844672028e-08,0.188641109151539,0.0013416131322412,0.0614748019889753,7.574411492937368e-06
Left-SPL---superior-parietal-lobule,Left Superior Parietal Lobule,L. Sup. Parietal Lobule,0.165417573867405,3.967314822602741e-19,0.630042952170053,7.625335306947159e-127,-0.43929584747293,1.843253471481272e-06,0.244621564176405,3.7582148956523264e-05,0.0535092567725402,4.50677091742024e-05
Right-STG---superior-temporal-gyrus,Right Superior Temporal Gyrus,R. Sup. Temp. Gyrus,0.222366375003817,3.538998245034926e-40,0.918893274536032,1.0287448709000429e-125,,,0.2350113679438,5.363948213733864e-06,0.0794857833914074,2.4944391440055544e-05
Left-STG---superior-temporal-gyrus,Left Superior Temporal Gyrus,L. Sup. Temp. Gyrus,0.210775424380387,4.248713654963683e-35,0.735556298447758,1.274225510297737e-80,0.499825178965205,0.0001510696100698,0.206293487189097,0.0001023355763838,,
Right-TMP---temporal-pole,Right Temporal Pole,R. Temp. Pole,0.215549636885516,9.655453005820785e-34,0.494227401886645,3.26137249198814e-34,0.554707393587759,7.061778228797221e-05,-0.158120529614135,0.0044723785968717,,
Left-TMP---temporal-pole,Left Temporal Pole,L. Temp. Pole,0.181206612606208,1.2255797244146574e-25,0.159720745130636,0.0001419991357373,0.73545441041884,3.383916160700828e-07,-0.283021889505537,1.1204681742405285e-07,,
Right-TrIFG-triangular-part-of-the-IFG,Right Triangular Part of the Inferior Frontal Gyrus,R. Triangular Pt.  the IFG,0.243245872282655,9.904227168066683e-39,0.882934436489606,3.9992833213601945e-178,,,0.19717512304978,0.0007462278203817,,
Left-TrIFG-triangular-part-of-the-IFG,Left Triangular Part of the Inferior Frontal Gyrus,L. Triangular Pt.  the IFG,0.230934316756501,2.0979622873985355e-37,0.86856651342633,9.61056360758128e-150,-0.261721113653782,0.0298689436374133,0.131613129392758,0.0226940014118643,0.0407818906759089,0.0211385603180468
Right-TTG---transverse-temporal-gyrus,Right Transverse Temporal Gyrus,R. Transverse Temp. Gyrus,0.344695363565602,2.906674338738899e-85,,,-0.474112490792236,0.000169977949418,,,-0.0357266591702451,0.0765318853521012
Left-TTG---transverse-temporal-gyrus,Left Transverse Temporal Gyrus,L. Transverse Temp. Gyrus,0.381984522074107,7.661519349687936e-102,-0.141919972835259,4.186557528116793e-05,-0.696695178793773,4.727965525831709e-09,,,,
