ROI_original,ROI_rename,ROI_abbr,coefficient:Age_base,pvalue:Age_base,coefficient:Age_interval,pvalue:Age_interval,coefficient:Motion,pvalue:Motion,coefficient:Sex,pvalue:Sex,coefficient:Rescan,pvalue:Rescan
Inferior_cerebellar_peduncle_right,Right Inferior Cerebellar Peduncle,R. Inf. Cerebellar Peduncle,0.120880070654637,9.237104819378276e-11,0.605176121707081,1.669799505515168e-61,-0.346122307438876,0.0111916926713646,0.166948576240548,0.0042559143657048,,
Medial_lemniscus_right,Right Medial Lemniscus,R. Med. Lemniscus,0.0665256199529173,0.0012797432068629,0.319845054103903,1.2368793779540865e-19,-0.306994320927341,0.0319076328063034,0.193577035731655,0.0022152890593597,-0.0788091609894026,5.1458438829419005e-05
Superior_cerebellar_peduncle_right,Right Superior Cerebellar Peduncle,R. Sup. Cerebellar Peduncle,,,0.945104964871147,1.799266495971076e-138,,,,,-0.0368951493580405,0.0863528282571715
Cerebral_peduncle_right,Right Cerebral Peduncle,R. Cerebral Peduncle,0.243220974830443,3.835411642209549e-43,0.538349721518098,3.771015990004564e-58,,,0.29252432685673,3.524305199447896e-08,,
Anterior_limb_of_internal_capsule_right,Right Anterior Limb of Internal Capsule,R. Ant. Limb  Int. Capsule,0.184172715665386,2.0291095413609147e-25,0.559149644241085,9.307380082269057e-62,,,0.155404018274603,0.0046174802944127,0.0624723806508664,0.0004476584346742
Posterior_limb_of_internal_capsule_right,Right Posterior Limb of Internal Capsule,R. Post. Limb  Int. Capsule,0.178989131743878,5.134519450857389e-23,0.72026169671521,2.752174188815824e-97,0.359225483692654,0.0039872228704725,0.330482445545822,2.033538760617132e-09,,
Posterior_thalamic_radiation_right,Right Posterior Thalamic Radiation,R. Post. Thalamic Radiation,0.160985948259316,7.135288801660749e-15,-0.413758126379836,7.652378796466602e-94,-0.188363799549432,0.0178356084638153,0.245625520813331,0.0001590230726704,0.0225551310859549,0.0516638325640317
Anterior_corona_radiata_right,Right Anterior Corona Radiata,R. Ant. Corona Radiata,,,0.110901365854507,5.843292218793175e-05,,,0.375324453875172,6.315013765360717e-09,,
Superior_corona_radiata_right,Right Superior Corona Radiata,R. Sup. Corona Radiata,0.133630521102118,5.893098033914794e-11,0.303491679180011,1.3477701567875094e-32,,,0.351057090774517,2.802015625710121e-08,0.0219042361070905,0.1431181873008468
Posterior_corona_radiata_right,Right Posterior Corona Radiata,R. Post. Corona Radiata,0.205025026556249,1.6158400090871454e-24,-0.0897375030790047,0.0003460845213598,,,0.276605865157712,1.0348738821248038e-05,,
Cingulum_(cingulate_gyrus)_right,Right Cingulum (Cingulate Gyrus),R. Cing. (Cingulate Gyrus),-0.0484687461565787,0.0190003807282902,0.498442131883787,2.9729315448382383e-57,-0.476273310063563,1.1761452835683712e-05,0.471254115659265,1.414452997783402e-14,,
Cingulum_(hippocampus)_right,Right Cingulum (Hippocampus),R. Cing. (Hippocampus),0.172952526962,3.2255428203275233e-22,0.0712940392005398,0.0391908919294965,,,0.155356088055971,0.005051408191104,,
Fornix(cres)_Stria_terminalis_right,Right Fornix(cres) Stria Terminalis,R. Fornix(cres) ST,0.168168153816832,1.4390265874930937e-19,0.509285058749633,8.970764897666949e-60,-0.4334162279374,9.908498995397086e-05,0.394250743427169,5.701517573341565e-12,,
Superior_longitudinal_fasciculus_right,Right Superior Longitudinal Fasciculus,R. Sup. Long. Fasciculus,0.0962531864864069,7.475157397250565e-06,0.14575269592947,8.084446169416673e-07,,,0.193980592452034,0.0036993139531184,0.0260972888487598,0.1364273699100326
Superior_fronto-occipital_fasciculus_right,Right Superior Fronto-occipital Fasciculus,R. Sup. Focc. Fasciculus,-0.144335004193255,1.7622021223274875e-13,-0.219538474264429,6.417985448173551e-11,,,0.250316853666844,3.757630117928031e-05,,
Inferior_fronto-occipital_fasciculus_right,Right Inferior Fronto-occipital Fasciculus,R. Inf. Focc. Fasciculus,,,0.243390275105066,2.7942004354745503e-12,-0.469485477235106,0.0001811342542938,0.327916957110407,2.8290772155113814e-08,,
Sagittal_stratum_right,Right Sagittal Stratum,R. Sagittal Stratum,0.232516974133607,1.2957601571151179e-31,,,,,0.174481903572643,0.0049324136886518,,
External_capsule_right,Right External Capsule,R. External Capsule,,,0.62551230843264,1.1616295113528433e-95,,,0.555959737121821,5.790261623472441e-21,,
Uncinate_fasciculus_right,Right Uncinate Fasciculus,R. Uncinate Fasciculus,,,0.301248430150002,1.162957895790486e-15,,,0.345119963641151,1.3336097172929246e-09,-0.042590679635331,0.0501033028481063
Pontine_crossing_tract_right,Right Pontine Crossing Tract,R. Pontine Crossing Tract,0.0692101139132843,0.0008896142864036,-0.0820256223739553,0.0267342688051087,,,,,,
Middle_cerebellar_peduncle_right,Right Middle Cerebellar Peduncle,R. Mid. Cerebellar Peduncle,0.090941852618183,6.046719950157922e-06,0.382211264516349,2.5332316707834362e-31,-0.389453345017741,0.0020701798033182,,,0.0362487346956073,0.0638953319640286
Fornix_right,Right Fornix,R. Fornix,-0.352788054803157,3.41781060971616e-84,-0.242539697106846,7.459763274782678e-26,-0.342772200681942,8.293398088057391e-05,-0.105908117333684,0.0548452754516176,-0.0691557824242532,1.4121035396374005e-08
Genu_of_corpus_callosum_right,Right Genu of Corpus Callosum,R. Genu  CC,0.206137268599008,6.742745434219982e-24,0.263075683015977,3.1529771184207863e-24,,,0.224791912573,0.0004883976279944,0.0556908623767866,3.454674382451591e-05
Body_of_corpus_callosum_right,Right Body of Corpus Callosum,R. Body  CC,0.288035749485376,2.2942271519074258e-49,0.336166927950752,2.613829553489377e-32,-0.357258146833853,0.0011311370067213,0.352909039853716,1.3464691636510075e-09,0.149475342154219,1.956170035702064e-25
Splenium_of_corpus_callosum_right,Right Splenium of Corpus Callosum,R. Splenium  CC,0.265111501677918,8.445499367084441e-43,0.426753980379909,1.9056066757991318e-54,0.240114682853527,0.0215360058160225,0.227431189985273,0.0001296802301961,,
Retrolenticular_part_of_internal_capsule_right,Right Retrolenticular Part of Internal Capsule,R. Rl. Pt.  Int. Capsule,0.309652368536632,7.146652755320576e-59,,,,,0.292666316786462,3.170669132064942e-07,-0.095918606490763,3.959184307162472e-13
Red_Nucleus_right,Right Red Nucleus,R. Red Nucleus,0.0380569300146511,0.0195202750707038,,,0.378905281253965,0.0389342358720608,0.238889473038714,3.53820270656256e-07,-0.129844173493254,4.31380667237801e-07
Substancia_Nigra_right,Right Substancia Nigra,R. Substancia Nigra,,,0.426484575248195,4.133149584156386e-22,,,0.362514207138669,3.550461634959719e-14,-0.044021375612126,0.1062031847114503
Tapatum_right,Right Tapatum,R. Tapatum,,,-0.501534584835004,4.3543026032848275e-55,,,0.157619550496686,0.0078167868389983,,
CAUDATE_NUCLEUS_right,Right Caudate Nucleus,R. Caudate Nucleus,-0.0624674215707289,0.0019192584132124,-0.31730653816863,2.4201838116997802e-26,,,,,-0.0470077234402548,0.0033394263275497
PUTAMEN_right,Right Putamen,R. Putamen,0.0685013436028749,0.0002124869733723,0.932118456432302,8.017133130327014e-156,,,0.601642650568265,2.6405864955271963e-27,0.0364323396556197,0.0633965646886184
THALAMUS_right,Right Thalamus,R. Thalamus,0.190969008136578,2.036621867189472e-29,0.464484099393231,4.3020435639379415e-48,,,0.450376001063346,4.250085532458418e-18,-0.107188848935292,1.471513895167143e-11
GLOBUS_PALLIDUS_right,Right Globus Pallidus,R. Globus Pallidus,,,0.679301578145944,1.791582686304887e-78,,,0.483442187355361,3.112854852559102e-17,,
MIDBRAIN_right,Right Midbrain,R. Midbrain,-0.0625057489149682,0.000148558677594,0.164814247423428,5.155453907315593e-06,,,0.326884046585374,1.4838788278015312e-11,-0.087630730833538,5.290854742978648e-06
PONS_right,Right Pons,R. Pons,-0.0458927396322997,0.0236472759828377,-0.0784000609054731,0.0298477217065471,,,0.182907492893433,0.0027928870620447,-0.0357123599407567,0.0837472732600732
MEDULLA_right,Right Medulla,R. Medulla,,,0.519164375200792,3.943987393403213e-45,-0.750156855713127,1.5995212252827814e-08,0.197650837791248,0.0001232128946812,-0.0684475433825288,0.0011211199662035
SUPERIOR_PARIETAL_WM_right,Right Superior Parietal WM,R. Sup. Parietal WM,0.0461706206735851,0.0316820580685096,0.107997070056952,9.004503149158919e-06,-0.276229475434594,0.0018679838990894,,,,
Cingulum_WM_right,Right Cingulum WM,R. Cing. WM,-0.101138622369753,7.056233396277928e-08,0.301954678527557,5.785746490357502e-17,-0.248642883373318,0.0821389809433488,,,,
SUPERIOR_FRONTAL_WM_right,Right Superior Frontal WM,R. Sup. Front. WM,-0.054763420545002,0.0086451692206277,0.33787031903333,3.545204981785995e-39,-0.440081292031056,7.335773617912073e-07,0.133153838866658,0.0385030718945458,,
MIDDLE_FRONTAL_WM_right,Right Middle Frontal WM,R. Mid. Front. WM,,,0.275132971271196,5.370667777186844e-22,-0.71637602656621,2.4771369093151223e-12,0.195580158273853,0.0022627509757126,-0.064021000904089,4.301701624180084e-05
INFERIOR_FRONTAL_WM_right,Right Inferior Frontal WM,R. Inf. Front. WM,-0.0745204820584757,0.0003779959402001,,,-0.441464365451259,5.680128008355527e-07,0.119819324673653,0.0714054619932999,-0.0315606232853934,0.0248552100777821
PRECENTRAL_WM_right,Right Precentral WM,R. Precentral WM,,,0.220866982434474,5.958537877252925e-22,,,,,0.0642231554754063,1.980694806467549e-08
POSTCENTRAL_WM_right,Right Postcentral WM,R. Postcent. WM,0.211109455903436,1.083060840455682e-26,,,-0.344637291383809,0.0001811342542938,,,0.0314755614593179,0.0257537875713445
ANGULAR_WM_right,Right Angular WM,R. Angular WM,,,-0.149127333239332,9.45797297391308e-08,-0.290315915250788,0.0048466149032257,0.182355517229071,0.0029499945952673,,
PRE-CUNEUS_WM_right,Right Precuneus WM,R. Precuneus WM,0.0726888701256243,0.0002771478499179,0.49901442880804,1.718583384467111e-76,-0.507781852309877,1.3587907093045133e-07,,,-0.030622064747452,0.0516638325640317
CUNEUS_WM_right,Right Cuneus WM,R. Cuneus WM,0.146526150080219,1.1440753232977364e-14,0.584644306274125,1.4211538927612766e-95,-0.393392890628679,7.879047629699328e-05,,,,
LINGUAL_WM_right,Right Lingual WM,R. Lingual WM,,,0.425780056454677,6.102490968475849e-45,-0.69457945092335,1.492752289280306e-10,0.104749748520512,0.0953231993547442,0.057871682237659,0.0005235973651172
FUSIFORM_WM_right,Right Fusiform WM,R. Fusiform WM,,,0.408823880215855,1.6174208074007373e-30,-0.381435558484025,0.0038749166583732,0.200852043278219,0.0011450217315974,,
SUPERIOR_OCCIPITAL_WM_right,Right Superior Occipital WM,R. Sup. Occipital WM,0.124842906030335,2.8718474031131507e-10,0.272592581303953,9.889109967416082e-31,-0.276906828224446,0.0013728702386554,,,,
INFERIOR_OCCIPITAL_WM_right,Right Inferior Occipital WM,R. Inf. Occipital WM,,,0.149141363134968,5.5948202463396264e-08,-0.338231393241173,0.0013728702386554,,,0.0423753677236445,0.0064779533023858
MIDDLE_OCCIPITAL_WM_right,Right Middle Occipital WM,R. Mid. Occipital WM,0.0847006382802656,1.509563730423159e-05,0.308186932719932,2.320366439167409e-38,-0.563706649163289,3.5201091081065686e-11,,,0.0276420641092533,0.0488132635673344
SUPERIOR_TEMPORAL_WM_right,Right Superior Temporal WM,R. Sup. Temp. WM,0.215976912722192,3.7647772496452496e-30,-0.175521535081686,3.04194878435328e-09,,,0.417251107508428,5.936133723124308e-13,,
INFERIOR_TEMPORAL_WM_right,Right Inferior Temporal WM,R. Inf. Temp. WM,-0.122858333594865,4.1665956967738574e-10,0.11935723647845,0.0001877940221257,,,0.315138770230149,2.351738831813024e-07,,
MIDDLE_TEMPORAL_WM_right,Right Middle Temporal WM,R. Mid. Temp. WM,-0.133509996501695,3.1978198867546764e-11,0.0703543166825567,0.0091727837058618,-0.277186679255994,0.0078124247524072,,,0.0619541744648427,2.069001228962313e-05
LATERAL_FRONTO-ORBITAL_WM_right,Right Lateral Fronto-orbital WM,R. Lat. Forb. WM,,,0.410284544681553,1.0366842890452913e-33,-0.376137433444749,0.0025301776201662,0.252677959645643,3.757630117928031e-05,,
MIDDLE_FRONTO-ORBITAL_WM_right,Right Middle Fronto-orbital WM,R. Mid. Forb. WM,0.0743555912941326,5.782402269374141e-05,0.690659842796605,2.9993277967193323e-75,-0.242375153969429,0.1324299324412316,0.367932948513574,1.5923037289263807e-11,-0.0532884406527806,0.0149488302654512
SUPRAMARGINAL_WM_right,Right Supramarginal WM,R. Supramarginal WM,0.0823864301348546,7.633392536183755e-05,-0.171796146626651,5.1603017767416366e-11,-0.225538022209625,0.032336045985637,0.207835259641918,0.0012453259548797,0.0733866232687492,1.27549193092875e-07
RECTUS_WM_right,Right Rectus WM,R. Rectus WM,,,0.343890538326382,7.971169443215086e-21,,,0.398834982454419,1.0831072619077918e-12,-0.0761467158535101,8.276750145872513e-05
CEREBELLUM_WM_right,Right Cerebellum WM,R. Cerebellum WM,0.127180153862395,1.25364163964976e-10,,,,,,,,
